"","Geneid","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_name","gene_chr","gene_start","gene_end","gene_strand","gene_length","gene_biotype","gene_description","tf_family"
"ENSMUSG00000004814","ENSMUSG00000004814",404.64149511315,2.21699275546063,0.161445339091505,13.7321570751824,6.5164117863334e-43,2.18826931388829e-41,"Ccl24","5",135569937,135573049,"-",1295,"protein_coding","chemokine (C-C motif) ligand 24 [Source:MGI Symbol;Acc:MGI:1928953]","-"
"ENSMUSG00000026669","ENSMUSG00000026669",255.509150002936,-2.5903600314567,0.188640919069585,-13.7316974717515,6.55788570264978e-43,2.19880863082384e-41,"Mcm10","2",4989714,5012791,"-",7692,"protein_coding","minichromosome maintenance 10 replication initiation factor [Source:MGI Symbol;Acc:MGI:1917274]","-"
"ENSMUSG00000049047","ENSMUSG00000049047",1323.25898061086,-0.763995694973036,0.0556643281501166,-13.7250501418553,7.18793895222791e-43,2.40635854876889e-41,"Armcx3","X",134756595,134761455,"+",3540,"protein_coding","armadillo repeat containing, X-linked 3 [Source:MGI Symbol;Acc:MGI:1918953]","-"
"ENSMUSG00000047045","ENSMUSG00000047045",2714.04672706667,-1.28433419744432,0.0936301558861221,-13.7170998519579,8.02101059807416e-43,2.68113351187773e-41,"Tmem164","X",142681406,142843494,"+",6851,"protein_coding","transmembrane protein 164 [Source:MGI Symbol;Acc:MGI:2148020]","-"
"ENSMUSG00000074466","ENSMUSG00000074466",606.600000329132,1.94115249060481,0.141523429344825,13.7161210662522,8.12999789370573e-43,2.71340235980739e-41,"Gm15417","3",89391850,89398779,"+",1669,"antisense","predicted gene 15417 [Source:MGI Symbol;Acc:MGI:3642531]","-"
"ENSMUSG00000027306","ENSMUSG00000027306",388.644244290905,-1.93087004223908,0.140841132794627,-13.7095605802508,8.89951717911953e-43,2.9656892569072e-41,"Nusap1","2",119618298,119651244,"+",4059,"protein_coding","nucleolar and spindle associated protein 1 [Source:MGI Symbol;Acc:MGI:2675669]","-"
"ENSMUSG00000019791","ENSMUSG00000019791",764.794311943967,0.957504487310542,0.0698634238051674,13.7053759343487,9.42777427227545e-43,3.13692996167895e-41,"Hint3","10",30608141,30629632,"-",5519,"protein_coding","histidine triad nucleotide binding protein 3 [Source:MGI Symbol;Acc:MGI:1914097]","-"
"ENSMUSG00000027239","ENSMUSG00000027239",310.735583890508,-2.48997867254547,0.181726740653424,-13.7017736827965,9.90741936954765e-43,3.29149844115734e-41,"Mdk","2",91929805,91932297,"-",1324,"protein_coding","midkine [Source:MGI Symbol;Acc:MGI:96949]","-"
"ENSMUSG00000058729","ENSMUSG00000058729",296.137466905296,-1.37534646222826,0.100380461802493,-13.701336271339,9.96728986158647e-43,3.30634878604894e-41,"Lin9","1",180641150,180690694,"+",7244,"protein_coding","lin-9 homolog (C. elegans) [Source:MGI Symbol;Acc:MGI:1919818]","-"
"ENSMUSG00000034810","ENSMUSG00000034810",5877.99290810341,1.48558589030618,0.108528623887374,13.6884246486701,1.19062664899518e-42,3.94354364562325e-41,"Scn7a","2",66673425,66784914,"-",7338,"protein_coding","sodium channel, voltage-gated, type VII, alpha [Source:MGI Symbol;Acc:MGI:102965]","-"
"ENSMUSG00000044244","ENSMUSG00000044244",482.620650728895,-1.68050258246914,0.12283006977926,-13.6815242838273,1.30919188324004e-42,4.329670395043e-41,"Il20rb","9",100457719,100486788,"-",4206,"protein_coding","interleukin 20 receptor beta [Source:MGI Symbol;Acc:MGI:2143266]","-"
"ENSMUSG00000044167","ENSMUSG00000044167",3343.8939760472,0.816634376673719,0.0596976443961716,13.6795075406039,1.34601184852946e-42,4.44469427679563e-41,"Foxo1","3",52268336,52353221,"+",8665,"protein_coding","forkhead box O1 [Source:MGI Symbol;Acc:MGI:1890077]","Fork"
"ENSMUSG00000056201","ENSMUSG00000056201",29425.2534067866,-0.881790791266355,0.0645087986392604,-13.6693103865942,1.54855777219101e-42,5.10578942316653e-41,"Cfl1","19",5490455,5495201,"+",2354,"protein_coding","cofilin 1, non-muscle [Source:MGI Symbol;Acc:MGI:101757]","-"
"ENSMUSG00000006304","ENSMUSG00000006304",11448.4825941315,-1.00558726455857,0.0735779412187456,-13.666966592188,1.59924081327929e-42,5.26493267139106e-41,"Arpc2","1",74236084,74268209,"+",2033,"protein_coding","actin related protein 2/3 complex, subunit 2 [Source:MGI Symbol;Acc:MGI:1923959]","-"
"ENSMUSG00000037370","ENSMUSG00000037370",542.382075424447,-2.67453899863227,0.195814670847855,-13.6585220456252,1.79591802402651e-42,5.90350488923585e-41,"Enpp1","10",24637914,24712159,"-",10257,"protein_coding","ectonucleotide pyrophosphatase/phosphodiesterase 1 [Source:MGI Symbol;Acc:MGI:97370]","-"
"ENSMUSG00000021108","ENSMUSG00000021108",2353.40870854275,-1.33026259515552,0.0974167221366348,-13.6553824228423,1.87502406482038e-42,6.15425820311678e-41,"Prkch","12",73584796,73778185,"+",7530,"protein_coding","protein kinase C, eta [Source:MGI Symbol;Acc:MGI:97600]","-"
"ENSMUSG00000001420","ENSMUSG00000001420",143.880578008301,2.96269942913173,0.217225728386094,13.6388053622538,2.35384976209902e-42,7.71425589702045e-41,"Tmem79","3",88328655,88336148,"-",2912,"protein_coding","transmembrane protein 79 [Source:MGI Symbol;Acc:MGI:1919163]","-"
"ENSMUSG00000049670","ENSMUSG00000049670",77.6186191934054,2.42132450384974,0.177571799195713,13.6357491156636,2.45457303212077e-42,8.03227697628229e-41,"Morn4","19",42074939,42086370,"-",1816,"protein_coding","MORN repeat containing 4 [Source:MGI Symbol;Acc:MGI:2449568]","-"
"ENSMUSG00000048497","ENSMUSG00000048497",316.424547859194,-1.75247599151323,0.128545920507727,-13.6330735708403,2.5462622136565e-42,8.31982588971962e-41,"Mmgt2","11",62648664,62666354,"+",4898,"protein_coding","membrane magnesium transporter 2 [Source:MGI Symbol;Acc:MGI:2448491]","-"
"ENSMUSG00000115100","ENSMUSG00000115100",202.382319487289,1.88571251956523,0.138331378184717,13.6318494351094,2.58934079187749e-42,8.44791814643385e-41,"Gm34934","14",46866576,46882757,"-",4686,"lincRNA","predicted gene, 34934 [Source:MGI Symbol;Acc:MGI:5594093]","-"
"ENSMUSG00000003865","ENSMUSG00000003865",4100.93559720045,1.43035863917579,0.105022184760976,13.6195856373698,3.06300656199716e-42,9.97835052498745e-41,"Gys1","7",45434844,45456619,"+",4789,"protein_coding","glycogen synthase 1, muscle [Source:MGI Symbol;Acc:MGI:101805]","-"
"ENSMUSG00000021313","ENSMUSG00000021313",368.24864897063,-2.79429949992161,0.205206795932477,-13.6169929812708,3.1736834713067e-42,1.03234712796505e-40,"Ryr2","13",11553102,12106945,"-",28790,"protein_coding","ryanodine receptor 2, cardiac [Source:MGI Symbol;Acc:MGI:99685]","-"
"ENSMUSG00000042404","ENSMUSG00000042404",3426.55782016157,-1.63689803498145,0.120248692493899,-13.6126056843778,3.37010505164329e-42,1.09460610276474e-40,"Dennd4b","3",90265185,90280669,"+",6031,"protein_coding","DENN/MADD domain containing 4B [Source:MGI Symbol;Acc:MGI:2446201]","-"
"ENSMUSG00000022841","ENSMUSG00000022841",8693.99424451234,-0.829686238759967,0.0609655502694453,-13.6090994847592,3.53573492385731e-42,1.14669355551408e-40,"Ap2m1","16",20535478,20544909,"+",4120,"protein_coding","adaptor-related protein complex 2, mu 1 subunit [Source:MGI Symbol;Acc:MGI:1298405]","-"
"ENSMUSG00000026395","ENSMUSG00000026395",7512.76459089605,-2.36469281947142,0.173802372302233,-13.6056417881301,3.70699942056867e-42,1.20045089705607e-40,"Ptprc","1",138062861,138175708,"-",18313,"protein_coding","protein tyrosine phosphatase, receptor type, C [Source:MGI Symbol;Acc:MGI:97810]","-"
"ENSMUSG00000033022","ENSMUSG00000033022",37834.6272497464,1.82402824124542,0.134071446710686,13.6048971350441,3.74494949329445e-42,1.21094108689702e-40,"Cdo1","18",46713205,46728342,"-",1530,"protein_coding","cysteine dioxygenase 1, cytosolic [Source:MGI Symbol;Acc:MGI:105925]","-"
"ENSMUSG00000038910","ENSMUSG00000038910",1276.58469672723,-1.28934462660249,0.09479466975106,-13.6014464736091,3.9259135130781e-42,1.26757569042999e-40,"Plcl2","17",50509403,50688484,"+",6626,"protein_coding","phospholipase C-like 2 [Source:MGI Symbol;Acc:MGI:1352756]","-"
"ENSMUSG00000048897","ENSMUSG00000048897",2434.03266901373,-1.35091568803718,0.0993483981331469,-13.5977601392896,4.12885429330251e-42,1.33112796550643e-40,"Zfp710","7",80024814,80094173,"+",6926,"protein_coding","zinc finger protein 710 [Source:MGI Symbol;Acc:MGI:1921747]","zf-C2H2"
"ENSMUSG00000014686","ENSMUSG00000014686",108.458677752174,-4.17394850968975,0.30703468882935,-13.594387414673,4.32365548858084e-42,1.39187219672276e-40,"Ceacam16","7",19852097,19861299,"-",1635,"protein_coding","carcinoembryonic antigen-related cell adhesion molecule 16 [Source:MGI Symbol;Acc:MGI:2685615]","-"
"ENSMUSG00000020818","ENSMUSG00000020818",2539.38771717237,-1.10124498864535,0.0810187017689604,-13.5924788302057,4.43791362814e-42,1.4265470444201e-40,"Mfsd11","11",116852440,116875635,"+",7076,"protein_coding","major facilitator superfamily domain containing 11 [Source:MGI Symbol;Acc:MGI:1917150]","-"
"ENSMUSG00000028702","ENSMUSG00000028702",190.38432508284,-2.67084783177745,0.196563409922579,-13.5877162124396,4.73629674934216e-42,1.52021872393466e-40,"Rad54l","4",116094264,116123690,"-",7706,"protein_coding","RAD54 like (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:894697]","-"
"ENSMUSG00000022102","ENSMUSG00000022102",2664.1774061869,-1.52141022412148,0.112037179702482,-13.5795119813051,5.29782451533352e-42,1.69545943446665e-40,"Dok2","14",70766036,70778495,"+",2902,"protein_coding","docking protein 2 [Source:MGI Symbol;Acc:MGI:1332623]","-"
"ENSMUSG00000011008","ENSMUSG00000011008",392.744913309062,-2.29484858449439,0.168992314922043,-13.5796032236911,5.29122923332623e-42,1.69545943446665e-40,"Mcoln2","3",146149833,146195513,"+",3288,"protein_coding","mucolipin 2 [Source:MGI Symbol;Acc:MGI:1915529]","-"
"ENSMUSG00000048402","ENSMUSG00000048402",346.96939577562,1.44098624461206,0.106210991732305,13.5672044965358,6.26668382639111e-42,2.00258221865642e-40,"Gli2","1",118834132,119053619,"-",6869,"protein_coding","GLI-Kruppel family member GLI2 [Source:MGI Symbol;Acc:MGI:95728]","zf-C2H2"
"ENSMUSG00000006050","ENSMUSG00000006050",3315.33612010687,0.580481956531274,0.0428103631308244,13.5593794137503,6.97234788922999e-42,2.22482210685034e-40,"Sra1","18",36666681,36679366,"-",4684,"protein_coding","steroid receptor RNA activator 1 [Source:MGI Symbol;Acc:MGI:1344414]","-"
"ENSMUSG00000023921","ENSMUSG00000023921",5226.4102442766,1.00902861312764,0.0744178332531145,13.5589625365156,7.01208404941411e-42,2.234230406037e-40,"Mut","17",40934685,40961988,"+",3786,"protein_coding","methylmalonyl-Coenzyme A mutase [Source:MGI Symbol;Acc:MGI:97239]","-"
"ENSMUSG00000037313","ENSMUSG00000037313",589.384313771377,-1.67779359221034,0.123838124978458,-13.5482800026421,8.1108427991276e-42,2.580550481229e-40,"Tacc3","5",33658128,33678995,"+",3552,"protein_coding","transforming, acidic coiled-coil containing protein 3 [Source:MGI Symbol;Acc:MGI:1341163]","-"
"ENSMUSG00000032374","ENSMUSG00000032374",1018.84904450255,-1.27358668802968,0.0941105629234456,-13.532877165613,1.00030551127681e-41,3.17793852955785e-40,"Plod2","9",92542223,92608428,"+",5392,"protein_coding","procollagen lysine, 2-oxoglutarate 5-dioxygenase 2 [Source:MGI Symbol;Acc:MGI:1347007]","-"
"ENSMUSG00000015355","ENSMUSG00000015355",1486.34007314913,-2.0279088130476,0.149924179006031,-13.5262292346188,1.09497894711544e-41,3.47364937022326e-40,"Cd48","1",171682009,171705258,"+",1189,"protein_coding","CD48 antigen [Source:MGI Symbol;Acc:MGI:88339]","-"
"ENSMUSG00000032392","ENSMUSG00000032392",934.666004582887,1.22766574639773,0.0908320379766474,13.5157789447966,1.26212676679391e-41,3.99808005167245e-40,"Parp16","9",65195353,65239224,"+",3886,"protein_coding","poly (ADP-ribose) polymerase family, member 16 [Source:MGI Symbol;Acc:MGI:2446133]","-"
"ENSMUSG00000035342","ENSMUSG00000035342",4071.622005812,1.005528167304,0.0744054891886119,13.5141664717111,1.2900858622564e-41,4.08071571582234e-40,"Lzts2","19",45015176,45027104,"+",2921,"protein_coding","leucine zipper, putative tumor suppressor 2 [Source:MGI Symbol;Acc:MGI:2385095]","-"
"ENSMUSG00000051344","ENSMUSG00000051344",2278.48043204399,-1.18215283767749,0.0875731945211084,-13.4990260905983,1.58456954161769e-41,5.00494327391535e-40,"Plekhm3","1",64785983,64956824,"-",10921,"protein_coding","pleckstrin homology domain containing, family M, member 3 [Source:MGI Symbol;Acc:MGI:2443627]","-"
"ENSMUSG00000022295","ENSMUSG00000022295",4251.17107026668,-0.892593914293926,0.0661355212389604,-13.4964372786723,1.64122944536451e-41,5.17640441856354e-40,"Atp6v1c1","15",38661933,38692446,"+",5601,"protein_coding","ATPase, H+ transporting, lysosomal V1 subunit C1 [Source:MGI Symbol;Acc:MGI:1913585]","-"
"ENSMUSG00000072812","ENSMUSG00000072812",3277.72756747416,-1.89644809131923,0.140541802643614,-13.493836393491,1.7001824879448e-41,5.35459207258223e-40,"Ahnak2","12",112772194,112802657,"-",14163,"protein_coding","AHNAK nucleoprotein 2 [Source:MGI Symbol;Acc:MGI:2144831]","-"
"ENSMUSG00000111942","ENSMUSG00000111942",2725.36154497267,2.19558828382659,0.16293289914266,13.4754140838321,2.1825743514949e-41,6.86392863152668e-40,"Gm5182","12",10152142,10158233,"+",6092,"processed_pseudogene","predicted gene 5182 [Source:MGI Symbol;Acc:MGI:3649174]","-"
"ENSMUSG00000052593","ENSMUSG00000052593",4127.47359692783,-1.15321043799775,0.0855898476103409,-13.4736825709504,2.23437948398848e-41,7.01672427579897e-40,"Adam17","12",21323509,21373632,"-",7154,"protein_coding","a disintegrin and metallopeptidase domain 17 [Source:MGI Symbol;Acc:MGI:1096335]","-"
"ENSMUSG00000026807","ENSMUSG00000026807",159.135866119269,-1.94672878793242,0.144528052914665,-13.469556592462,2.36280660631571e-41,7.40935355079779e-40,"Ak8","2",28700164,28813165,"+",1873,"protein_coding","adenylate kinase 8 [Source:MGI Symbol;Acc:MGI:1916120]","-"
"ENSMUSG00000030346","ENSMUSG00000030346",194.142722492636,-2.60165119491004,0.193205953712845,-13.4656885303689,2.48986347978806e-41,7.79656389058923e-40,"Rad51ap1","6",126923050,126939587,"-",4813,"protein_coding","RAD51 associated protein 1 [Source:MGI Symbol;Acc:MGI:1098224]","-"
"ENSMUSG00000015733","ENSMUSG00000015733",9787.60001632292,-0.709359705346389,0.0527161431893775,-13.4562140253335,2.83051881159546e-41,8.85054906454972e-40,"Capza2","6",17636234,17666972,"+",5890,"protein_coding","capping protein (actin filament) muscle Z-line, alpha 2 [Source:MGI Symbol;Acc:MGI:106222]","-"
"ENSMUSG00000060376","ENSMUSG00000060376",1502.28850180303,1.31681937280699,0.0978728594013026,13.4543874661688,2.90133569004232e-41,9.05898424481121e-40,"Bckdha","7",25629946,25658981,"-",1899,"protein_coding","branched chain ketoacid dehydrogenase E1, alpha polypeptide [Source:MGI Symbol;Acc:MGI:107701]","-"
"ENSMUSG00000013698","ENSMUSG00000013698",14090.0398381512,-0.886734685359785,0.0659327661299632,-13.4490745255841,3.11749618579623e-41,9.71998739245252e-40,"Pea15a","1",172196728,172206804,"-",3861,"protein_coding","phosphoprotein enriched in astrocytes 15A [Source:MGI Symbol;Acc:MGI:104799]","-"
"ENSMUSG00000029174","ENSMUSG00000029174",1883.19957090193,-1.12995716300506,0.0840290966132545,-13.4472130315253,3.19696123606674e-41,9.95351045411979e-40,"Tbc1d1","5",64156305,64351486,"+",7405,"protein_coding","TBC1 domain family, member 1 [Source:MGI Symbol;Acc:MGI:1889508]","-"
"ENSMUSG00000030087","ENSMUSG00000030087",1695.64220958171,1.71950055175997,0.127942855778713,13.4395980244022,3.54356301045146e-41,1.10168919043908e-39,"Klf15","6",90462576,90475238,"+",2791,"protein_coding","Kruppel-like factor 15 [Source:MGI Symbol;Acc:MGI:1929988]","zf-C2H2"
"ENSMUSG00000003809","ENSMUSG00000003809",1511.69513062496,0.985436852273421,0.073324974426104,13.439307139023,3.5575192860375e-41,1.10445263988463e-39,"Gcdh","8",84886393,84893921,"-",2754,"protein_coding","glutaryl-Coenzyme A dehydrogenase [Source:MGI Symbol;Acc:MGI:104541]","-"
"ENSMUSG00000032114","ENSMUSG00000032114",915.588693645362,0.812364186212172,0.0604620021370484,13.4359458419984,3.72281003911032e-41,1.15412406817027e-39,"Slc37a4","9",44396852,44402968,"+",2857,"protein_coding","solute carrier family 37 (glucose-6-phosphate transporter), member 4 [Source:MGI Symbol;Acc:MGI:1316650]","-"
"ENSMUSG00000086432","ENSMUSG00000086432",350.50877050584,2.62085488802111,0.195081702176159,13.4346525521624,3.78842258625782e-41,1.1727966171151e-39,"B430119L08Rik","12",103895897,103898784,"+",1994,"antisense","RIKEN cDNA B430119L08 gene [Source:MGI Symbol;Acc:MGI:2441857]","-"
"ENSMUSG00000031375","ENSMUSG00000031375",23880.7138092994,-1.5209065561118,0.113291558485857,-13.4247121006961,4.33264855055673e-41,1.33937223419622e-39,"Bgn","X",73483602,73495933,"+",6099,"protein_coding","biglycan [Source:MGI Symbol;Acc:MGI:88158]","-"
"ENSMUSG00000049871","ENSMUSG00000049871",338.699088729862,-2.16164399463653,0.161046289264839,-13.4225010989339,4.46389444034309e-41,1.37799030358126e-39,"Nlrc3","16",3945007,3976632,"-",7069,"protein_coding","NLR family, CARD domain containing 3 [Source:MGI Symbol;Acc:MGI:2444070]","-"
"ENSMUSG00000026305","ENSMUSG00000026305",3235.5456305542,-0.822088489235953,0.0612895046906195,-13.4132017118711,5.06059942125187e-41,1.55998166600797e-39,"Lrrfip1","1",90998737,91128944,"+",6469,"protein_coding","leucine rich repeat (in FLII) interacting protein 1 [Source:MGI Symbol;Acc:MGI:1342770]","-"
"ENSMUSG00000033697","ENSMUSG00000033697",1998.31079283852,-1.35054935059356,0.100716668683164,-13.4093925886502,5.32733531357389e-41,1.63988624045239e-39,"Arhgap39","15",76723985,76818170,"-",7367,"protein_coding","Rho GTPase activating protein 39 [Source:MGI Symbol;Acc:MGI:107858]","-"
"ENSMUSG00000071379","ENSMUSG00000071379",2607.35344474587,-1.4137990208988,0.105453184699318,-13.4068878519887,5.51030412575376e-41,1.69381619346513e-39,"Hpcal1","12",17690856,17791933,"+",1695,"protein_coding","hippocalcin-like 1 [Source:MGI Symbol;Acc:MGI:1855689]","-"
"ENSMUSG00000042684","ENSMUSG00000042684",691.131591112558,-1.81394119232562,0.135330256626204,-13.4038110733501,5.74363417972155e-41,1.76305300440636e-39,"Npl","1",153503015,153550045,"-",2961,"protein_coding","N-acetylneuraminate pyruvate lyase [Source:MGI Symbol;Acc:MGI:1921341]","-"
"ENSMUSG00000032698","ENSMUSG00000032698",2999.20719490842,-1.41658445115939,0.105691112217007,-13.4030612550546,5.80197060956367e-41,1.77845495731126e-39,"Lmo2","2",103957986,103981878,"+",2166,"protein_coding","LIM domain only 2 [Source:MGI Symbol;Acc:MGI:102811]","-"
"ENSMUSG00000042616","ENSMUSG00000042616",346.670920892609,2.06090943974505,0.153781923741431,13.4015064293919,5.9248216765012e-41,1.81356128676499e-39,"Oscp1","4",126058565,126092195,"+",5254,"protein_coding","organic solute carrier partner 1 [Source:MGI Symbol;Acc:MGI:1916308]","-"
"ENSMUSG00000068874","ENSMUSG00000068874",4741.91059798037,1.32273533174925,0.0987085205774668,13.4004169448692,6.0124429566044e-41,1.83780058620247e-39,"Selenbp1","3",94933056,94944758,"+",2273,"protein_coding","selenium binding protein 1 [Source:MGI Symbol;Acc:MGI:96825]","-"
"ENSMUSG00000071708","ENSMUSG00000071708",795.556031086878,-1.68674326591496,0.125886201236821,-13.39895277912,6.13223075544312e-41,1.87179043535192e-39,"Sms","X",157443855,157492287,"-",6010,"protein_coding","spermine synthase [Source:MGI Symbol;Acc:MGI:109490]","-"
